X,Y
0,0
0,0
0,0
0.439298381,0.055555556
0.555629838,0.166666667
0.585156806,0.133333333
0.677259547,0.115384615
0.703155638,0.266666667
0.740869657,0.230769231
0.764397119,0.277777778
0.790087224,0.346153846
0.839791977,0.461538462
0.841123578,0.388888889
0.863647253,0.433333333
0.889519831,0.5
0.900177657,0.615384615
0.914510019,0.555555556
0.914978945,0.6
0.945323327,0.666666667
0.961214875,0.769230769
0.969359892,0.722222222
0.983168628,0.8
1,1
1,1
1,1
